Correct	Eps	Cds	T
1	0.0178987270005829	->	0.150818109512329
1	0.000320484836519475	->	0.10109806060791
0	-0.0218693249721384	<-	0.0846350193023682
0	-0.0112055474360463	<-	0.127519845962524
1	0.00957117037911182	->	18.9371910095215
1	0.00498335580126685	->	16.5070378780365
1	0.00646643645687206	->	15.3099880218506
1	0.0029270130628668	->	16.5097289085388
1	0.0069475633948145	->	15.2415640354156
1	0.0116616306051195	->	14.0410430431366
1	0.00656850693203603	->	14.0315017700195
1	0.0298832438409775	->	0.777040004730225
1	0.000221049982157218	->	0.0708198547363281
0	-0.00614067061051138	<-	0.0758450031280518
1	0.0049575088333641	->	0.0718379020690918
1	0.00825498830071925	->	0.0703239440917969
0	-0.00299247304647143	<-	0.806346893310547
0	-0.00264905850032049	<-	0.0547580718994141
1	0.00897198399917298	->	0.0382380485534668
0	-0.00864651273285832	<-	0.108580112457275
0	-0.0314022570015354	<-	0.088325023651123
1	0.00242742190026546	->	0.0803070068359375
1	0.00798954231634008	->	0.142362117767334
1	0.00761980908167381	->	0.54575777053833
0	-0.0091801537431303	<-	0.210243940353394
0	-0.00810306325605614	<-	0.238133907318115
0	-0.00184655114565402	<-	0.274444103240967
1	0.00558314331236476	->	0.222820043563843
0	-0.0141198558704095	<-	0.217303991317749
1	0.00494746681318592	->	0.231106042861938
1	0.00500324403222974	->	0.246791839599609
0	-0.0011344128199281	<-	0.227232933044434
1	0.0066623112339107	->	0.0633189678192139
1	0.00650359466228911	->	0.0734360218048096
0	-0.00278360905054564	<-	0.0708649158477783
1	0.00049091027656778	->	0.0627121925354004
1	6.46688365568693e-06	->	0.0671761035919189
1	0.00710954681397191	->	0.604050159454346
1	0.00223138682643576	->	0.0674479007720947
1	0.000945893219442606	->	0.16236400604248
0	-0.00237484075203998	<-	0.501695871353149
1	0.160160512187679	->	5.04818606376648
0	-5.75576013528423e-06	<-	21.2862958908081
0	-4.8448486222874e-06	<-	25.5981900691986
1	0.00115308112469048	->	23.0097899436951
1	0.00551170115899291	->	20.3425979614258
1	-0.0463416349471947	<-	0.039301872253418
1	-0.0100366362703727	<-	0.0764541625976562
1	-0.000623730143239909	<-	0.0740070343017578
1	-0.0144926102519974	<-	0.087522029876709
1	-0.0038529259454394	<-	0.0369009971618652
1	-0.0102337228637736	<-	0.0378730297088623
1	-0.0233096061697351	<-	0.0375039577484131
1	-0.0301528155933594	<-	0.0361781120300293
0	0.0102993744658127	->	0.0366449356079102
0	0.0103743836439922	->	0.0367119312286377
1	-0.00288640766068404	<-	0.0362739562988281
1	-0.0175929821961759	<-	0.0373539924621582
0	-0.0106872419518074	<-	0.0337738990783691
0	-0.000867929334851136	<-	0.488202095031738
0	-0.00237605341345837	<-	0.612011909484863
1	0.00609205281865755	->	0.655677080154419
1	-0.000254613103982448	<-	0.352757930755615
1	-0.0120525435708407	<-	3.26125597953796
1	0.0109079717242029	->	0.407953023910522
0	0.00174577827515765	->	19.9832470417023
1	0.00463124580360208	->	0.0398588180541992
0	0.00042406640320225	->	0.0518159866333008
1	0.00793029387447497	->	0.218425989151001
0	0.00393511217582942	->	7.925940990448
1	0.00625887279851689	->	0.337610960006714
1	-0.000192543415292956	<-	0.348224878311157
1	-0.00817386154420685	<-	0.256943941116333
1	0.000389722068626308	->	0.0880680084228516
1	0.000832829199482132	->	0.0880088806152344
0	-1.52384730011113e-05	<-	0.0883538722991943
1	-0.000562322636925905	<-	0.984760999679565
1	0.00462558696119708	->	0.168860912322998
1	0.000390491323286168	->	0.297106027603149
1	0.0151220197838908	->	1.64432191848755
1	0.00197755639666031	->	0.0840868949890137
1	-0.00685127679911579	<-	0.0298590660095215
0	0.00395642567325283	->	0.0336461067199707
0	-0.000132202213524057	<-	0.0323090553283691
0	7.40720181703347e-05	->	0.0315001010894775
0	-0.00248152929265399	<-	0.118927955627441
1	0.0133240337530498	->	43.5872418880463
1	0.0339778089815457	->	111.070474863052
1	0.0159593037443806	->	40.3590059280396
0	-0.00284613051215277	<-	0.0428721904754639
0	-0.00708064289036769	<-	0.0222089290618896
1	-0.00527412275907757	<-	3.245934009552
1	0.00827223369355889	->	0.0752429962158203
0	-0.0020432658110644	<-	0.0582120418548584
0	-0.0104528109226769	<-	0.0233509540557861
0	-0.000273324264979946	<-	0.081960916519165
0	-0.0103314991370507	<-	0.0249960422515869
1	-0.00533769931133343	<-	0.023730993270874
1	-0.00307016882154021	<-	0.0335900783538818
