Correct	Eps	Cds	T
1	0.0135046239800909	->	0.276133060455322
1	0.00567522414308175	->	0.192573070526123
0	-0.0130312231216194	<-	0.175294160842896
0	-0.00672596891748956	<-	0.217245817184448
1	0.00937721533912284	->	20.1476349830627
1	0.00580876022433863	->	17.5380990505219
1	0.00766486336930783	->	16.2062900066376
1	0.00398756779205967	->	17.406457901001
1	0.00745529232329212	->	16.2051069736481
1	0.0107878897179516	->	15.0369479656219
1	0.00773443863615664	->	14.9922370910645
1	0.0191771869377788	->	1.954509973526
1	0.00421177346704094	->	0.164512157440186
1	0.000331129357637905	->	0.168792009353638
1	0.00156798023565907	->	0.164958953857422
1	0.00550998053349216	->	0.165355920791626
0	-0.000724440103190283	<-	1.96897196769714
1	0.0056470344735785	->	0.130640983581543
1	0.00897198399917298	->	0.0392220020294189
0	-0.0164355653028174	<-	0.19775390625
0	-0.0164733396081812	<-	0.174997091293335
1	0.00110040109837517	->	0.191502809524536
1	0.00986761701027683	->	0.253745079040527
1	0.0038739334315282	->	0.662118911743164
0	-0.0051827773802855	<-	0.452991008758545
0	-0.000812353991533898	<-	0.556166887283325
0	-0.000404334282068652	<-	0.515785932540894
1	0.00732915232309683	->	0.468585014343262
0	-0.00397972886199849	<-	0.454645156860352
1	0.0034159261486717	->	0.479358911514282
1	0.0035952069174302	->	0.487107992172241
1	0.000715266153860528	->	0.462098121643066
1	0.0060767731275172	->	0.14699912071228
1	0.00258232709376283	->	0.153657197952271
1	0.0016492379088322	->	0.152941942214966
1	0.00211659072265158	->	0.143875122070312
1	3.31242240529939e-05	->	0.150990962982178
1	0.00462553151184197	->	0.789206981658936
1	0.000605512442697909	->	0.161245107650757
0	-0.00138626866167557	<-	0.334316968917847
0	-0.00227318386259334	<-	0.68460488319397
1	0.137876982411097	->	7.19297218322754
0	-0.000172755500705168	<-	24.9493718147278
1	0.000329884099811606	->	27.9795320034027
1	0.000671975388301993	->	25.3767869472504
1	0.00193346573078812	->	23.4946990013123
1	-0.0463416349471947	<-	0.039478063583374
1	-0.00160400491685286	<-	0.162073850631714
0	0.00224974314194382	->	0.166017055511475
1	-0.00813048777072956	<-	0.182011842727661
1	-0.0038529259454394	<-	0.0395879745483398
1	-0.0102337228637736	<-	0.0371670722961426
1	-0.0233096061697351	<-	0.0387520790100098
1	-0.0301528155933594	<-	0.0386650562286377
0	0.0102993744658127	->	0.0383641719818115
0	0.0103743836439922	->	0.0385901927947998
1	-0.00288640766068404	<-	0.0368969440460205
1	-0.0175929821961759	<-	0.0376310348510742
0	-0.0106872419518074	<-	0.0339798927307129
1	0.00112142845392504	->	0.82869815826416
0	-0.00192713846695014	<-	0.93199610710144
1	0.00128798054589196	->	0.981533050537109
0	0.00446612559727155	->	0.468580007553101
1	-0.00923718721468714	<-	7.24630999565125
1	0.00260287178694307	->	0.813216924667358
1	-0.000530307148449038	<-	21.1687850952148
1	0.00463124580360208	->	0.0428431034088135
0	0.00319729393657797	->	0.103417158126831
0	-0.00105922423738525	<-	0.303544998168945
0	0.00298378918616671	->	9.95608806610107
1	0.0072573838826312	->	0.557013034820557
0	0.00279208743041492	->	0.824029922485352
1	-0.00703875102921425	<-	0.482678890228271
0	-0.00142937074134131	<-	0.187001943588257
1	0.00325228104800224	->	0.188610076904297
1	0.000318192173180298	->	0.184688091278076
1	-0.000333695884570662	<-	1.84029984474182
1	0.00531913750492519	->	0.418912887573242
1	0.000873410308762868	->	0.478811025619507
1	0.0108906590550709	->	3.56300091743469
1	0.0077204433251693	->	0.150720834732056
1	-0.00685127679911579	<-	0.0295720100402832
0	0.00395642567325283	->	0.0331368446350098
0	-0.000132202213524057	<-	0.0328061580657959
0	7.40720181703347e-05	->	0.0326311588287354
1	0.000836380618723931	->	0.223709106445312
1	0.0155738792095232	->	47.0747301578522
1	0.0298644163210956	->	114.563152074814
1	0.0131974222022224	->	44.0295419692993
1	0.00282347030976093	->	0.0947260856628418
0	-0.00708064289036769	<-	0.0221028327941895
1	-0.00249954851367451	<-	3.82978296279907
1	0.000224256728144301	->	0.128843069076538
1	0.00113901735627508	->	0.131497144699097
0	-0.0104528109226769	<-	0.0243508815765381
0	-0.000273324264979946	<-	0.025554895401001
0	-0.0103314991370507	<-	0.0242998600006104
1	-0.00533769931133343	<-	0.0247640609741211
1	-0.00307016882154021	<-	0.0346400737762451
