Correct	Eps	Cds	T
1	0.00180008102826901	1	0.806614875793457
1	-0.00141372814413421	0	0.793635845184326
1	-0.0115531788434832	0	0.787901878356934
1	-0.000184472377031786	0	0.802134990692139
1	0.00335562028355674	1	1.04493618011475
1	0.0134748625016481	1	0.779443025588989
1	-0.00225240443393404	0	0.770409822463989
1	0.00385249339454974	1	0.782574892044067
1	0.00020589215355693	1	0.78059196472168
1	-0.00407265362252718	0	0.773635149002075
1	-0.000663153368392622	0	0.784621000289917
1	0.0102715399146587	1	0.789980173110962
1	0.00900216895634387	1	0.795228004455566
1	0.00234762350002005	1	0.732306003570557
1	-0.00254172335511083	0	0.857348203659058
1	0.0143772989711326	1	0.751709938049316
1	-0.00779344263665815	0	0.750269889831543
1	0.00525442878572169	1	0.730231046676636
1	0.0119270824460012	1	0.740592002868652
1	0.00230748105183509	1	0.753765821456909
1	0.0163833711176444	1	0.746182918548584
1	-0.00624721299738107	0	0.739941120147705
1	-0.00663159345356967	0	0.73543906211853
1	-0.0107273524089633	0	1.08817100524902
1	0.00131760981493367	1	0.745232105255127
1	-0.00590781809207575	0	0.722224950790405
1	0.0050084648846912	1	0.744096994400024
1	0.0116782666755364	1	0.731594085693359
1	-0.00261093115429056	0	0.73365306854248
1	-0.000779248917659903	0	0.714174032211304
1	0.00499566185926892	1	0.72254490852356
1	-0.0011107554237032	0	0.710270166397095
1	0.00474163793284277	1	0.725138187408447
1	0.0125454518302207	1	0.720483064651489
1	-0.00748271264451472	0	0.721994876861572
0	-0.00013249876621424	0	0.721742153167725
1	0.0038814310411438	1	0.78135085105896
1	-0.00217534647117534	0	0.7271568775177
1	0.00750114507944066	1	0.715284109115601
1	0.00320823199476805	1	0.718816995620728
1	0.00588687678793798	1	0.703116893768311
1	-0.0119048255171268	0	0.712212800979614
1	-0.000629053784771072	0	0.710769891738892
1	-0.00253024628567777	0	0.707547903060913
1	-0.00239412432340069	0	0.712837934494019
1	0.0132199999270907	1	0.720805883407593
1	0.0163365710475776	1	0.724848031997681
1	-0.00231960881131765	0	0.71546196937561
1	-7.45552105235747e-05	0	0.703234910964966
1	0.00195508546200329	1	0.761661052703857
1	-0.000203951540524105	0	0.705896854400635
1	-0.00267428421490057	0	0.719635963439941
1	-0.00295176753300896	0	0.719658136367798
1	-0.00105569292361851	0	0.726871967315674
1	-0.00926181067928566	0	0.721817016601562
1	0.0113677310815602	1	0.727688074111938
1	0.00651436177904785	1	0.713046073913574
1	-0.00237469774238552	0	0.71457314491272
1	0.0137086557695828	1	0.712493896484375
1	0.00207327825198922	1	0.725222110748291
1	-0.00891055390211071	0	0.732608795166016
1	0.00116782380947067	1	0.772323131561279
1	0.00124417994370918	1	0.711321115493774
1	0.00964428263950978	1	0.714956045150757
1	0.00605274835749037	1	0.70981502532959
1	0.0101649262739798	1	0.714257955551147
1	-0.000200930582426984	0	0.706907987594604
1	0.00828125309507011	1	0.708322048187256
1	0.00200219828346837	1	0.718649864196777
1	-0.00496452529727365	0	0.715987920761108
1	-0.00699514016451952	0	0.713440895080566
1	-0.00080297153757436	0	0.717890977859497
1	-0.00283790390354777	0	0.77512788772583
1	-0.000776484805329103	0	0.713488101959229
1	0.00220751017588827	1	0.732354879379272
1	-0.00976758704513159	0	0.711021900177002
1	-0.0151648814938919	0	0.714107990264893
1	0.00592868151861559	1	0.722591876983643
1	-0.00235242649620671	0	0.724733114242554
1	0.00898764792467532	1	0.740209817886353
1	-0.00136271021958123	0	0.71573805809021
1	0.000592355106440623	1	0.722129106521606
1	0.000227455367544871	1	0.714591979980469
1	0.000646821699543776	1	0.780457973480225
1	0.0102972474870066	1	0.732145071029663
1	-0.00876389008367051	0	0.719839096069336
1	0.00773982865923772	1	0.750694036483765
1	-2.56792097546032e-05	0	0.737017869949341
1	0.00415721681838443	1	0.739109039306641
1	0.0034374300362352	1	0.727550029754639
1	0.00172638844922379	1	0.709153890609741
1	0.0101028100324628	1	0.723371982574463
0	4.03832298989659e-06	1	0.706912994384766
1	0.00129921611018591	1	0.919728994369507
1	-0.0128308109815418	0	0.717966794967651
1	0.00162713933061942	1	0.716099977493286
1	-0.00803654834504652	0	0.712367057800293
1	0.00177067499511585	1	0.731969833374023
1	-0.00120493710474878	0	0.745680093765259
1	-0.00160176797147638	0	0.729567050933838
