Correct	Eps	Cds	T
1	0.0761380621911438	1	1.04236316680908
1	-0.0593063189470049	0	0.782753944396973
1	-0.1876044375495	0	0.788052082061768
1	0.094308376061537	1	0.784112930297852
1	-0.186463009988885	0	0.77935791015625
1	0.0471937417790561	1	0.793068885803223
1	-0.0851385145052147	0	0.808603048324585
1	0.11014295925437	1	0.746866941452026
1	-0.127352436711571	0	0.757673978805542
1	0.127324681733693	1	0.748510837554932
1	-0.140602612651262	0	0.725867033004761
1	0.146842953590032	1	0.728730916976929
1	0.0122171262456875	1	0.816021919250488
1	-0.0504836808460526	0	0.733460903167725
1	-0.0201877075561052	0	0.742342948913574
1	-0.100635983243702	0	0.732313871383667
1	-0.0714545868403247	0	0.749974012374878
1	-0.0237375866534661	0	0.734961032867432
1	0.0946217071299797	1	0.740754842758179
1	0.0356771460398925	1	0.71833610534668
1	-0.110970164677794	0	0.715115070343018
1	0.0835795391523961	1	0.718847990036011
1	0.0380613643023127	1	1.05333209037781
1	0.190810334415734	1	0.730232000350952
1	-0.0711734081453927	0	0.730400800704956
1	-0.136559169725251	0	0.728044986724854
1	0.124724311160184	1	0.739116907119751
1	-0.113139828127046	0	0.742789030075073
1	-0.0759427033432817	0	0.738055944442749
1	0.080643299509838	1	0.752671003341675
1	0.104966308696102	1	0.739979982376099
1	0.0775896876305001	1	0.899852991104126
1	-0.0357354136012987	0	0.838205814361572
1	0.104507456057643	1	0.785606861114502
1	-0.0982284155698251	0	0.777789115905762
1	-0.0346099835729872	0	0.774522066116333
1	-0.0913373297649002	0	0.818665027618408
1	0.0768305143912938	1	0.782204151153564
1	0.181805248488125	1	0.797547101974487
1	-0.0405974787030035	0	0.789345979690552
1	-0.0518553582867454	0	0.844998836517334
1	-0.0612536807488199	0	0.788486957550049
1	-0.094281444268917	0	0.799372911453247
1	-0.0832745976832368	0	0.852283954620361
1	0.0477010606376862	1	0.821835994720459
1	0.0763981237144108	1	0.775298118591309
1	-0.0694803114970488	0	0.755249977111816
1	0.0342534329252638	1	0.756098031997681
1	0.0833252035161535	1	0.75836706161499
1	-0.0807967648718709	0	0.831403017044067
1	-0.0294084259538681	0	0.764531135559082
1	0.100621425227421	1	0.757214069366455
1	-0.0827731335101588	0	0.810094833374023
1	0.0857097262883662	1	0.842056035995483
1	0.0214882629478096	1	0.760006904602051
1	-0.0671497903775794	0	0.818297863006592
1	0.0682183694657085	1	0.764827013015747
1	0.0601727061262374	1	0.757766962051392
1	-0.12380398670114	0	0.757160186767578
1	0.0152028471373471	1	0.78411602973938
1	-0.0564818816816586	0	0.878390073776245
1	-0.095894440966916	0	0.827575206756592
1	-0.0744812834736407	0	0.758783102035522
1	-0.185393357717509	0	0.744805097579956
1	-0.208448996223049	0	0.830261945724487
1	-0.0889687922264366	0	0.778542995452881
1	0.122907106003679	1	0.775444984436035
1	0.173082160711063	1	0.80958104133606
1	-0.135503777835197	0	0.793024063110352
1	0.161203957254714	1	0.789643049240112
1	0.0542574782018586	1	0.783668041229248
1	0.132713829229143	1	0.79895281791687
1	0.0768298596946805	1	0.872364044189453
1	-0.0723918853290217	0	0.782984972000122
1	-0.0819320316334639	0	0.769854068756104
1	-0.0224064808053341	0	0.762519121170044
1	-0.14888874903399	0	0.756042003631592
1	-0.0946653691785735	0	0.776278972625732
1	0.100436832429394	1	0.821253061294556
1	0.160265195076034	1	0.774889945983887
1	-0.0255268798638746	0	0.803643226623535
1	-0.147971103370211	0	0.770153999328613
1	-0.103552041264361	0	0.74569296836853
1	0.123848887279374	1	0.839037895202637
1	-0.0911498677791157	0	0.766062021255493
1	0.153780306233001	1	0.808822154998779
1	0.183981696390258	1	0.773337841033936
1	0.131410380888824	1	0.780371189117432
1	0.0247196416738571	1	0.772530078887939
1	-0.0538213061500422	0	0.923483848571777
1	0.0931756681838271	1	0.788511037826538
1	0.168055830773763	1	0.778940200805664
1	-0.0503258851004266	0	0.78005313873291
1	0.157359849419355	1	1.04638504981995
1	0.0958826747551063	1	0.76669979095459
1	0.139399113965922	1	0.801252841949463
1	-0.0635920031553249	0	0.769408941268921
1	0.0260392264117246	1	0.767709016799927
1	-0.0535588390663174	0	0.801918029785156
1	0.0503870311414643	1	0.78551983833313
