Correct	Eps	Cds	T
1	-0.00446570154774073	0	0.545799970626831
1	-6.52534725047449e-05	0	0.492423057556152
1	0.000724089692850427	1	0.504812002182007
1	-0.00633797903529176	0	0.50903582572937
1	0.000497973717636269	1	0.505203008651733
1	-0.0416147000675484	0	0.502274036407471
0	0.000119072308696788	1	0.483844995498657
0	0.0122360071136395	1	0.507835149765015
1	-0.0471120175183091	0	0.486922025680542
0	0.000550994008737593	1	0.646559953689575
1	7.77659384096907e-05	1	0.485767126083374
0	-0.000576962180424467	0	0.488313913345337
1	-0.0415783096097232	0	0.46959114074707
0	0.000216339828020828	1	0.505576848983765
1	-0.00231790220620265	0	0.492209911346436
1	0.000455757544358004	1	0.487967967987061
1	0.0452928694082545	1	0.492676973342896
1	0.0263060145051006	1	0.492377042770386
1	0.00408560002386615	1	0.489788055419922
1	0.0496543390882748	1	0.492006063461304
1	-0.00323744523329716	0	0.511982917785645
1	0.0288397087408875	1	0.500084161758423
1	0.000298687820445509	1	0.519325017929077
0	0.000294873276391772	1	0.524933099746704
1	0.0639138876138974	1	0.494562864303589
1	-0.000197837462908468	0	0.521808862686157
1	-0.0915405514414617	0	0.521724939346313
1	-0.00326005554207753	0	0.49505615234375
0	-0.000245742664193083	0	0.519918918609619
1	-0.0752922129383548	0	0.502641201019287
0	-1.17963944938904e-05	0	0.495527982711792
0	0.000272771700904784	1	0.55866813659668
1	0.0769338016855206	1	0.504919052124023
1	-7.29552357165986e-05	0	0.504719972610474
1	0.00135205234049374	1	0.504500150680542
1	-0.0125565225044074	0	0.472299098968506
1	-0.000845549859465722	0	0.501321077346802
1	-0.0604210940818506	0	0.50029993057251
0	0.000287910987367357	1	0.495819091796875
0	-0.00025357318887731	0	0.49747896194458
1	-0.000142448716166865	0	0.475817203521729
0	-0.000285748206676595	0	0.662298202514648
0	-2.26950493807943e-05	0	0.502665996551514
1	-0.0427183837539712	0	0.502173900604248
1	0.000762009863019331	1	0.488784790039062
1	0.00544963477130911	1	0.513103008270264
1	-0.0484893268599444	0	0.487407207489014
1	-0.0202802966073736	0	0.505730867385864
1	0.00184722019096217	1	0.533058166503906
1	0.00246809559604411	1	0.494040966033936
1	0.00503643549371291	1	0.472985029220581
1	-0.000931789937257177	0	0.475808143615723
1	-0.0226663554250395	0	0.513045072555542
1	-0.044953116100531	0	0.503115892410278
1	-0.01730564233746	0	0.523704051971436
1	-0.000240310304023716	0	0.5243980884552
1	0.00271383698214644	1	0.487458944320679
1	0.0111005913132948	1	0.485964059829712
0	-0.000453890159111237	0	0.492630004882812
1	-0.0569788315766053	0	0.491622924804688
1	-0.000134545340941705	0	0.510361909866333
1	0.0302488202552366	1	0.499062061309814
1	0.0198822077117067	1	0.486329078674316
0	0.00091826752526436	1	0.511823177337646
1	0.00326205978277871	1	0.498554944992065
0	0.00167957193115309	1	0.516690969467163
1	0.0562825901854617	1	0.524479866027832
0	0.000281137541060295	1	0.5798020362854
1	-0.0296855764188764	0	0.502039909362793
1	-0.000219677906251214	0	0.498478174209595
1	0.00016103018320901	1	0.498000860214233
1	-0.00229468931116261	0	0.515521049499512
1	0.000367612081922597	1	0.528562068939209
1	0.0146168151162559	1	0.525215864181519
0	-0.00776748981942987	0	0.544281005859375
1	0.00175176880745109	1	0.519386053085327
1	-0.000351463725690837	0	0.503318786621094
0	-0.000474771157489173	0	0.633291006088257
1	-0.0224652171096088	0	0.507866859436035
1	0.106284161157883	1	0.499832153320312
0	-0.000102541005849166	0	0.477798938751221
1	-0.0544974701500825	0	0.487025022506714
1	-0.00024021466078461	0	0.475926876068115
1	5.80605190552141e-05	1	0.489784002304077
1	0.000139951448009712	1	0.534986972808838
1	0.00261351996075609	1	0.485249996185303
1	-0.00178984535259785	0	0.482676982879639
1	-0.000110365229041842	0	0.491737127304077
0	4.85930320341943e-05	1	0.508352994918823
1	0.000300811386474975	1	0.50068998336792
0	-0.000514802079301213	0	0.497498989105225
1	-0.000153468895418896	0	0.5085768699646
1	-0.0825723425732776	0	0.51977801322937
0	-0.000213132545184958	0	0.492536067962646
0	-5.36504034025498e-05	0	0.508826017379761
1	0.0762236934180905	1	0.527536153793335
1	0.000530116404975578	1	0.518340110778809
1	0.00160980418538004	1	0.47626781463623
1	-0.0199172364391109	0	0.476109027862549
1	9.07214033211146e-05	1	0.510076999664307
